videoId,channel,authorID,commentID,publishedAt,isReply,cleaned_comment,comment_length,cluster_label,umap_embedding,cluster_topic
x0Li_wMVGY8,NewYorkTimes,1692,4249,11/4/24 10:35,FALSE,hopefully the comments by the comedian will cost trump pennsylvania hope the puerto rican voters in pa vote for harriswalz,20,37,"[6.457276821136475, 10.327579498291016, -1.5780166387557983, 12.704227447509766, 8.96719741821289]",Democracy
x0Li_wMVGY8,NewYorkTimes,5521,6575,11/3/24 1:22,FALSE,one of the biggest problems i have about the current state of racism is the misidentifying of what racism is and how racism has been put into place if the innocent white children of the united states ever wished to dismantle racism it is best to know what racism is and how it was put into place to run around stamping out all of these little racial incidents as though they were spitfires is a waste of time particularly when the towering inferno that is the cause of all of the race based flames is being ignored and in full blaze behind you it is the united states government that is the greatest perpetuator of race based concepts and constructs did you know that people of the mena region of the world are classified as white people by the us government this includes sudanese somalia and moroccan people to understand how innocent white children in the united states are intentionally miseducated about racism 𝗗𝗢𝗪𝗡𝗟𝗢𝗔𝗗 𝗜𝗡𝗧𝗘𝗥𝗔𝗖𝗧𝗜𝗩𝗘 𝗣𝗗𝗙,166,16,"[6.7116522789001465, 11.587807655334473, -0.17283016443252563, 11.97923755645752, 9.274653434753418]",Wokeness & Identity Politics
x0Li_wMVGY8,NewYorkTimes,2988,7452,11/2/24 15:44,FALSE,trump 2024,2,49,"[6.836187362670898, 9.321219444274902, 0.36792707443237305, 11.174529075622559, 9.651766777038574]",Democracy
x0Li_wMVGY8,NewYorkTimes,7732,9708,11/1/24 23:48,TRUE,who was that despicable woman kissing trumps a,8,11,"[5.834123611450195, 9.891797065734863, -0.747272789478302, 11.333806037902832, 8.827840805053711]",Democracy
x0Li_wMVGY8,NewYorkTimes,674,1979,11/2/24 18:43,TRUE,6669 please do not vote,5,5,"[8.313483238220215, 10.542863845825195, 0.3019861876964569, 9.985203742980957, 8.529874801635742]",Democracy
x0Li_wMVGY8,NewYorkTimes,6204,9560,11/1/24 17:06,FALSE,what the whole point of the election when it is decided by a few swing states the votes of many people in other states count as nothing electoral college system is dumb and undemocratic and yet usa dares to accuse other countries of not democratic enough,46,78,"[8.146018028259277, 10.107617378234863, -1.1579418182373047, 11.416007995605469, 10.26126480102539]",Democracy
x0Li_wMVGY8,NewYorkTimes,5833,7448,11/1/24 16:14,FALSE,trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024,92,49,"[6.830290794372559, 9.292038917541504, 0.38930368423461914, 11.15202808380127, 9.659836769104004]",Democracy
x0Li_wMVGY8,NewYorkTimes,6190,5344,11/1/24 15:41,FALSE,its getting more ridiculous now maga just try to dress like gabage,12,17,"[5.7898125648498535, 10.329000473022461, 0.05763161927461624, 11.309799194335938, 10.480544090270996]",Democracy
x0Li_wMVGY8,NewYorkTimes,3462,9314,11/1/24 15:10,FALSE,we the people deserve every nightmare and offended recoil that donny boy inspires in us we made him we support him we are addicted to him each and every time that we click onto this hours latest insane donald report we feed the cult feel repulsed by donny boy look in the mirror c,54,17,"[6.234713077545166, 10.982316970825195, -0.18621030449867249, 11.361699104309082, 10.106438636779785]",Democracy
x0Li_wMVGY8,NewYorkTimes,4619,4823,11/1/24 15:18,TRUE,im voting for mass deportations whats your issue abortion or something,11,15,"[7.564808368682861, 11.1858491897583, -0.7242580652236938, 12.7794828414917, 7.220069885253906]",Immigration
x0Li_wMVGY8,NewYorkTimes,6644,5892,11/1/24 13:59,FALSE,msg october 27 2024 same as msg february 20 1939 no difference,12,5,"[8.241629600524902, 10.48213005065918, 0.43154582381248474, 9.962958335876465, 8.663578987121582]",Democracy
x0Li_wMVGY8,NewYorkTimes,7562,6239,11/1/24 12:01,FALSE,never do anything good maga dragging country down,8,17,"[5.851302623748779, 10.253874778747559, 0.10954552888870239, 11.412249565124512, 10.531851768493652]",Democracy
x0Li_wMVGY8,NewYorkTimes,3789,1017,11/1/24 14:20,TRUE,3470 that is like trading one of your children for someone elses,12,5,"[7.974459648132324, 10.6111421585083, 0.20644685626029968, 9.986784934997559, 8.35816764831543]",Democracy
x0Li_wMVGY8,NewYorkTimes,3470,1078,11/1/24 15:21,TRUE,3789 if children were dirt and land,7,5,"[8.220685958862305, 10.808921813964844, 0.28604838252067566, 10.145827293395996, 8.189942359924316]",Democracy
x0Li_wMVGY8,NewYorkTimes,3953,11434,11/1/24 17:47,TRUE,imperialmotoring3789def not his car,4,5,"[7.866230010986328, 10.685040473937988, 0.41276711225509644, 9.825969696044922, 8.638496398925781]",Democracy
x0Li_wMVGY8,NewYorkTimes,2674,829,11/1/24 14:26,TRUE,uncleplaysbadly yours is the stupidest comment ive seen yet theres a lot of morons in this comment section so im sure it will be topped btw your tds is showing triggered liberal,32,42,"[7.137263774871826, 11.18985652923584, -0.7571274042129517, 11.990788459777832, 10.521864891052246]",Democracy
x0Li_wMVGY8,NewYorkTimes,4293,6307,11/1/24 13:10,TRUE,no its just another campaign ad for harris only smooth brains believe the mainstream media these days people need to do their own research and stop being lazy and just believe what others say,34,37,"[6.363731861114502, 10.4558687210083, -1.9450539350509644, 12.463472366333008, 9.088040351867676]",Democracy
x0Li_wMVGY8,NewYorkTimes,1074,7715,11/1/24 14:32,TRUE,the gray lady is now looking kinda dirty,8,11,"[5.766520977020264, 9.875831604003906, -0.7099524140357971, 11.2371187210083, 8.775323867797852]",Democracy
x0Li_wMVGY8,NewYorkTimes,3695,5818,11/1/24 21:57,TRUE,lol thats how i feel about trump who never stops rambling spewing lies calling people childish names fearmongering feeding his ego or talking about how he would date his daughter trump and his supporters are filth lol,37,51,"[6.678618907928467, 11.150128364562988, -0.23775021731853485, 11.651362419128418, 9.842888832092285]",Democracy
x0Li_wMVGY8,NewYorkTimes,674,2027,11/2/24 18:42,TRUE,7848 thats every lib channel,5,5,"[8.22007942199707, 10.791055679321289, 0.32556402683258057, 9.936058044433594, 8.421233177185059]",Democracy
x0Li_wMVGY8,NewYorkTimes,5842,10459,11/1/24 7:23,TRUE,because its a two horse competition and shes better than trump,11,11,"[5.9284987449646, 9.738134384155273, -1.0502053499221802, 11.496437072753906, 8.64873218536377]",Democracy
x0Li_wMVGY8,NewYorkTimes,3470,1434,11/1/24 12:57,TRUE,5842 the last 4 years shows different,7,5,"[8.291911125183105, 10.512672424316406, 0.47978484630584717, 9.934455871582031, 8.645133972167969]",Democracy
x0Li_wMVGY8,NewYorkTimes,1893,7442,11/1/24 4:49,FALSE,trump trump quickly kamala and biden are liars they say they want to bring all americans together by calling them trash these are their true faces so voters vote trump,30,11,"[5.955389022827148, 9.586236953735352, -0.9963701367378235, 11.860207557678223, 8.869603157043457]",Democracy
x0Li_wMVGY8,NewYorkTimes,939,11433,11/2/24 7:05,TRUE,imperialmotoring3789the left is crap,4,5,"[8.077369689941406, 10.704882621765137, 0.3830709755420685, 9.82921314239502, 8.48960018157959]",Democracy
x0Li_wMVGY8,NewYorkTimes,4054,6722,11/1/24 3:13,FALSE,please double check for your registration and be sure it at the right voting location they are sending your registration to other locations and counties if you dont double check and keep checking you can end up like this young lady who they send it in another county and at an old age home dont forget to check please musk and dump are playing dirty and evil games with your vote he will do anything to win the election,79,78,"[8.21092414855957, 10.17722225189209, -1.168465495109558, 11.480144500732422, 10.395389556884766]",Democracy
x0Li_wMVGY8,NewYorkTimes,3775,838,11/1/24 19:53,TRUE,vickielindstrander betting sites dont vote they are just noise,9,11,"[6.795299053192139, 10.05162525177002, -0.860633134841919, 10.756879806518555, 8.986266136169434]",Democracy
x0Li_wMVGY8,NewYorkTimes,939,7054,11/2/24 7:03,TRUE,shes not even smart enough to know she only hates herself for being the town bicycle seat,17,11,"[6.0601725578308105, 9.82394027709961, -0.9679997563362122, 11.236452102661133, 8.764491081237793]",Democracy
x0Li_wMVGY8,NewYorkTimes,3775,840,11/2/24 12:36,TRUE,vickielindstrander the betting has nothing to do with anything other than their desire to influence thingswhich it wont,18,11,"[6.73101806640625, 10.015182495117188, -0.837745189666748, 10.782872200012207, 8.90761661529541]",Democracy
x0Li_wMVGY8,NewYorkTimes,2549,11405,11/2/24 22:57,TRUE,3775 jeffs castle wp and patricks lt have already fallen harris is a temporary sergeant not a general who didnt win the primary too weak,25,36,"[6.4990997314453125, 9.86307430267334, -1.766752004623413, 12.487493515014648, 9.051684379577637]",Wokeness & Identity Politics
x0Li_wMVGY8,NewYorkTimes,3775,837,11/3/24 0:07,TRUE,vickielindstrander she will be the next president,7,11,"[6.178722858428955, 9.622323989868164, -1.0283606052398682, 11.408866882324219, 8.755388259887695]",Democracy
x0Li_wMVGY8,NewYorkTimes,3775,839,11/3/24 0:33,TRUE,vickielindstrander delusional much,3,11,"[6.49442195892334, 9.930460929870605, -0.9418784379959106, 10.949790000915527, 8.827499389648438]",Democracy
x0Li_wMVGY8,NewYorkTimes,2674,11555,11/1/24 11:31,TRUE,7088 did you really get triggered over an autocorrect you are almost as pathetic as the nyt,17,5,"[8.146336555480957, 10.962817192077637, -0.006671163719147444, 10.276800155639648, 8.528247833251953]",Democracy
x0Li_wMVGY8,NewYorkTimes,507,6949,11/1/24 13:16,TRUE,russia so wants kamala to win,6,11,"[5.779738426208496, 9.110088348388672, -1.0406157970428467, 11.67844295501709, 8.757645606994629]",Democracy
x0Li_wMVGY8,NewYorkTimes,2143,499,11/1/24 13:21,TRUE,classicfihd they really do they endorsed her,7,11,"[5.984034538269043, 9.786367416381836, -1.3138974905014038, 11.820019721984863, 8.741506576538086]",Democracy
x0Li_wMVGY8,NewYorkTimes,2571,11251,11/1/24 13:33,TRUE,classicfihdi wish,2,14,"[6.309825420379639, 10.273317337036133, 0.10366959124803543, 10.357601165771484, 9.299124717712402]",Wokeness & Identity Politics
x0Li_wMVGY8,NewYorkTimes,2974,8247,11/1/24 15:15,TRUE,they back kamala,3,11,"[5.695677757263184, 9.049917221069336, -1.0589234828948975, 11.670742988586426, 8.676287651062012]",Democracy
x0Li_wMVGY8,NewYorkTimes,2099,10985,11/1/24 18:31,TRUE,theres literally zero proof to that ridiculous claim putin literally told the press hed rather kamala win because america is weaker why would he want to put someone with real power in,32,11,"[5.6558332443237305, 9.332338333129883, -0.9513366222381592, 11.641979217529297, 8.914441108703613]",Democracy
x0Li_wMVGY8,NewYorkTimes,7732,1663,11/1/24 23:47,TRUE,7088 i think its igor ivan just got taken out by ukraine slava ukraini,14,5,"[7.939531326293945, 10.793615341186523, 0.37179043889045715, 10.052817344665527, 8.703843116760254]",Democracy
x0Li_wMVGY8,NewYorkTimes,2143,504,11/2/24 4:17,TRUE,countryb4party no i m sane youre whole diddy party of freaksare unhinged what evidence do you have the usual evidence trust me bro how about you go get the new covid booster and run a marathon,36,59,"[6.46088981628418, 11.139320373535156, -0.29096171259880066, 12.506009101867676, 7.576909065246582]",Public Health
x0Li_wMVGY8,NewYorkTimes,6082,3601,11/3/24 8:34,TRUE,exactly putin fought to put biden in office in 2020 so he could go to war with ukraine funded by the biden admin and now he wants to keep harris in office so he can continue with his war we need trump back now bring back world peace whether the dems like it or not trump2024,56,30,"[5.935657024383545, 10.742934226989746, -1.6131929159164429, 12.857864379882812, 8.78920841217041]",Democracy
x0Li_wMVGY8,NewYorkTimes,939,1547,11/3/24 21:08,TRUE,6434 and who payed the russian for that fake document none other than hillary clinton,15,5,"[7.948991775512695, 10.822659492492676, 0.09918994456529617, 10.443706512451172, 8.65526294708252]",Democracy
x0Li_wMVGY8,NewYorkTimes,3405,9456,11/1/24 1:56,FALSE,what malcolm x quote was never taught in schools,9,16,"[6.829596042633057, 11.474014282226562, -0.24291729927062988, 12.023698806762695, 9.55997371673584]",Wokeness & Identity Politics
x0Li_wMVGY8,NewYorkTimes,1074,50,11/1/24 14:30,TRUE,the white liberal is the worst enemy to america and the worst enemy to the black man,17,16,"[6.796398639678955, 11.5414400100708, -0.34195831418037415, 12.070036888122559, 9.546528816223145]",Wokeness & Identity Politics
x0Li_wMVGY8,NewYorkTimes,3591,8502,11/1/24 1:55,FALSE,this is asinine madness from a leftist cult brainwashed with postmodern and neomarxist sophistry a bunch of puritanical elitist scolds conducting an intersectional inquisition,24,17,"[6.02804708480835, 10.985260963439941, -0.2510319650173187, 11.282726287841797, 10.483264923095703]",Democracy
x0Li_wMVGY8,NewYorkTimes,2674,1134,11/1/24 14:24,TRUE,4270 since we actually care about this country and its constitution i feel you pathetic liberals should go find an island with the deep state you all so desperately love,30,5,"[8.317580223083496, 10.803625106811523, 0.05596199631690979, 10.564249992370605, 8.336919784545898]",Democracy
x0Li_wMVGY8,NewYorkTimes,1074,9703,11/1/24 14:31,TRUE,who said the white liberal is the worst enemy to america and the worst enemy to the black man,19,16,"[6.823753356933594, 11.552190780639648, -0.3212908208370209, 12.062170028686523, 9.511281967163086]",Wokeness & Identity Politics
x0Li_wMVGY8,NewYorkTimes,1327,1669,11/1/24 3:12,TRUE,7112,1,5,"[8.238779067993164, 10.738443374633789, 0.547600269317627, 9.752281188964844, 8.33355712890625]",Democracy
x0Li_wMVGY8,NewYorkTimes,2674,1668,11/1/24 14:18,TRUE,7112 sounds to me like you are a typical democrat lots and lots of projection,15,5,"[8.282906532287598, 10.81138801574707, 0.06705885380506516, 10.470074653625488, 8.405902862548828]",Democracy
x0Li_wMVGY8,NewYorkTimes,1074,5701,11/1/24 14:29,TRUE,let me guessall republicans are garbage but you are fair minded and promoting unity,14,42,"[7.03342866897583, 11.204678535461426, -0.9527145624160767, 12.12932014465332, 10.345802307128906]",Democracy
x0Li_wMVGY8,NewYorkTimes,3561,1443,11/1/24 6:12,TRUE,5889 you know that how,5,5,"[8.27626895904541, 10.681089401245117, 0.46357330679893494, 9.836270332336426, 8.428709030151367]",Democracy
x0Li_wMVGY8,NewYorkTimes,5889,1022,11/1/24 11:40,TRUE,3561 cause he said it,5,5,"[8.012025833129883, 10.562507629394531, 0.10435577481985092, 10.162760734558105, 8.428129196166992]",Democracy
x0Li_wMVGY8,NewYorkTimes,3470,3676,11/1/24 12:51,TRUE,felon here to vote for trump,6,64,"[8.44485855102539, 9.868426322937012, -0.29628869891166687, 11.665499687194824, 9.72675895690918]",Democracy
x0Li_wMVGY8,NewYorkTimes,2479,1927,11/1/24 12:55,TRUE,3470 this garbage of a swede is all in for trump as well,13,5,"[8.108794212341309, 10.542192459106445, -0.1564270406961441, 10.694788932800293, 8.700864791870117]",Democracy
x0Li_wMVGY8,NewYorkTimes,4619,4822,11/1/24 15:17,TRUE,im voting for mass deportations,5,15,"[7.544748306274414, 11.158116340637207, -0.7603313326835632, 12.728813171386719, 7.156278133392334]",Immigration
x0Li_wMVGY8,NewYorkTimes,1475,7711,11/1/24 20:22,TRUE,thats the very opposite of what a democrat stands for because they want the government to control everything pay for everything sensor everything regulate everything all the while pretending to stand for freedom,33,42,"[7.079301834106445, 11.215091705322266, -1.0937135219573975, 12.17210578918457, 10.430837631225586]",Democracy
x0Li_wMVGY8,NewYorkTimes,2674,1006,11/1/24 23:48,TRUE,3401 as usual you leftists sure do love projection,9,5,"[8.08389663696289, 10.528812408447266, 0.0934482216835022, 10.548905372619629, 8.689723014831543]",Democracy
x0Li_wMVGY8,NewYorkTimes,6643,3876,11/1/24 1:24,FALSE,got to where she is on her knees,8,11,"[5.718722820281982, 9.631590843200684, -0.8530145883560181, 11.344722747802734, 8.69615364074707]",Democracy
x0Li_wMVGY8,NewYorkTimes,7353,10361,11/1/24 4:41,TRUE,your scare tactics are laughable its hard out there for a shill,12,17,"[6.105443954467773, 10.516866683959961, -0.30133742094039917, 11.299154281616211, 10.396424293518066]",Democracy
x0Li_wMVGY8,NewYorkTimes,5842,11198,11/1/24 7:26,TRUE,you loved covid times,4,59,"[6.433230876922607, 11.171066284179688, -0.30923447012901306, 12.526846885681152, 7.531657695770264]",Public Health
x0Li_wMVGY8,NewYorkTimes,3470,1003,11/1/24 12:56,TRUE,3371 it is sad that they have devoted their lives to deceiving us,13,5,"[8.08956241607666, 10.543116569519043, -0.004147013183683157, 10.365559577941895, 8.576525688171387]",Democracy
x0Li_wMVGY8,NewYorkTimes,307,5761,11/3/24 11:34,TRUE,life was great receiving relief covid checks that you had to pay back in taxes sheep lately,17,59,"[6.421772003173828, 11.140958786010742, -0.31069546937942505, 12.575666427612305, 7.549148082733154]",Public Health
x0Li_wMVGY8,NewYorkTimes,7726,9679,11/1/24 1:10,FALSE,white liberal women always make my day,7,16,"[6.715721607208252, 11.661216735839844, -0.4530859887599945, 11.934605598449707, 9.481283187866211]",Wokeness & Identity Politics
x0Li_wMVGY8,NewYorkTimes,6447,6979,11/1/24 1:06,FALSE,sami hamdi why us muslims are abandoning harris,8,36,"[6.414879322052002, 9.902798652648926, -1.837397575378418, 12.643503189086914, 8.944150924682617]",Wokeness & Identity Politics
x0Li_wMVGY8,NewYorkTimes,1074,5922,11/1/24 14:32,TRUE,malcolm x the white liberal is the worst enemy to america and the worst enemy to the black man,19,16,"[6.825671672821045, 11.520875930786133, -0.26111507415771484, 12.067193031311035, 9.505453109741211]",Wokeness & Identity Politics
x0Li_wMVGY8,NewYorkTimes,7004,9807,11/1/24 1:14,TRUE,why has george lopez called hispanics thi ev es at a harris rally,13,72,"[6.447121620178223, 10.479205131530762, -1.5860377550125122, 12.657975196838379, 7.906251430511475]",Immigration
x0Li_wMVGY8,NewYorkTimes,4619,1554,11/1/24 15:20,TRUE,6496 biden made his remarks on his own from his own mouth calling my family garbage because i want mass deportations,21,15,"[7.418891429901123, 11.189382553100586, -0.7321435809135437, 12.51630973815918, 7.174168109893799]",Immigration
x0Li_wMVGY8,NewYorkTimes,3591,10375,11/1/24 1:53,TRUE,youre the borg in your brainwashed collective,7,17,"[6.007472515106201, 10.785567283630371, -0.18228667974472046, 11.136895179748535, 10.599278450012207]",Democracy
x0Li_wMVGY8,NewYorkTimes,4491,1935,11/2/24 0:55,TRUE,diocletian607,1,5,"[8.052659034729004, 10.747255325317383, 0.5780184268951416, 9.655433654785156, 8.561972618103027]",Democracy
x0Li_wMVGY8,NewYorkTimes,6523,1832,11/2/24 1:26,TRUE,7732 have a nice day,5,5,"[8.335693359375, 10.820902824401855, 0.47269466519355774, 9.791400909423828, 8.398957252502441]",Democracy
x0Li_wMVGY8,NewYorkTimes,7004,1625,11/1/24 5:41,TRUE,6815 name one thing i said that was not factual and lets see proof,14,5,"[8.320625305175781, 10.80188274383545, 0.06907632201910019, 10.227468490600586, 8.5232515335083]",Democracy
x0Li_wMVGY8,NewYorkTimes,6815,1649,11/1/24 8:25,TRUE,7004 all of it was a lie how could you think that a sane person would believe anything that you wrote,21,5,"[7.91335391998291, 10.86026668548584, -0.17735998332500458, 10.203078269958496, 8.707376480102539]",Democracy
x0Li_wMVGY8,NewYorkTimes,7004,1626,11/1/24 14:19,TRUE,6815 then disprove it you cant i grew up with the uber rich democrats i know exactly what frauds they are,21,5,"[8.316411018371582, 10.801633834838867, 0.025415973737835884, 10.398287773132324, 8.459038734436035]",Democracy
x0Li_wMVGY8,NewYorkTimes,7004,1629,11/1/24 14:40,TRUE,6815 that is why you can not point to one thing i said that was not true the democratic party is a 3rd world s hole with the under rich democrats leadership on top while paying off minorities to be kept out of their neighborhoods they are total frauds and they know it obama is the biggest of the uber rich p 1 gs four mansions opulence and royalty tell me how many genders are there,76,5,"[8.375774383544922, 10.751482963562012, -0.010034655220806599, 10.479148864746094, 8.459744453430176]",Democracy
x0Li_wMVGY8,NewYorkTimes,7004,1627,11/1/24 20:30,TRUE,6815 typical leftist you cant provide one fact can you,10,5,"[8.34682846069336, 10.846572875976562, 0.02119225077331066, 10.411378860473633, 8.478851318359375]",Democracy
x0Li_wMVGY8,NewYorkTimes,7004,1628,11/1/24 20:32,TRUE,6815 you cant name one thing you really live in the matrix,12,5,"[8.369197845458984, 10.819282531738281, 0.12107620388269424, 10.27502155303955, 8.461238861083984]",Democracy
x0Li_wMVGY8,NewYorkTimes,6815,1650,11/1/24 22:20,TRUE,7004 as i have stated everything that you have posted is a lie all of it not just one but all of them what a liar youre red pilled pretty badly,31,5,"[7.997157573699951, 10.784392356872559, -0.06356988102197647, 10.183348655700684, 8.57061767578125]",Democracy
nmlmKJRMMnc,NewYorkTimes,6449,6344,11/3/24 6:58,TRUE,no votes disappeared the only fraud was by the ex liarinchief when he got 7 states to submit forged electoral college certificates to congress and the national archives try to keep up,32,78,"[8.060667037963867, 10.217216491699219, -1.3065773248672485, 11.553166389465332, 10.455291748046875]",Democracy
nmlmKJRMMnc,NewYorkTimes,5274,8486,11/2/24 23:29,FALSE,this is a long drawn out multifaceted coup attempt on the government of the ununited states of america by leonard leo and harlon crow and mitch mcconnell and the supreme court don the con is merely the cult group leader im glad to see that you are frustrated by leonard leo and don the con and mitch mcconnell orchestrating a slow and steady coup on the united states government through the appointment of prejudiced judges on party lines the same way that hitler performed a coup on germanys government by taking over the judiciary on party lines back in 19281940 they do say that history repeats about every 80 years so we are right on time for a white supremacist white nationalist radicalized christian terrorist takeover attempt right out of hitlers white supremacist white nationalist radicalized christian terrorist playbook,139,17,"[6.073575973510742, 10.745231628417969, -0.24959468841552734, 11.352909088134766, 10.55231761932373]",Democracy
nmlmKJRMMnc,NewYorkTimes,5871,2346,11/2/24 20:36,FALSE,and yet they are discovering election fraud in swing states at scale because election fraud isnt real of course,19,78,"[7.920056343078613, 10.28994369506836, -1.2983572483062744, 11.607007026672363, 10.50597858428955]",Democracy
nmlmKJRMMnc,NewYorkTimes,5017,10051,11/1/24 23:08,FALSE,yeah we already catching you idiots cheatingcommie propaganda,8,52,"[7.437103748321533, 10.990041732788086, -1.035037636756897, 11.72577953338623, 10.722577095031738]",Democracy
nmlmKJRMMnc,NewYorkTimes,7136,4815,11/1/24 20:43,FALSE,im so sick of trumps lies and our gop leadership going along with it all billions of tax payer dollars that could go to other issues has been wasted just because of trumps lies hes a never ending money pit and nobody can ever stop him,46,51,"[6.824427127838135, 11.234936714172363, -0.2918420433998108, 11.662318229675293, 9.829166412353516]",Democracy
nmlmKJRMMnc,NewYorkTimes,7136,1657,11/2/24 20:39,TRUE,7060 in 2020 there were well over 200 court cases filed about claims the election was stolen and not one was found to be true even by trump appointed judges trumps ag stated that he told trump he did not lose the election there was a complex scheme to overturn that election and that should alarm you because thats how democracies end try to imagine if obama had refused to accept that trump won and obama used the power of his office to call governors insisting that they find 11 280 votes for him that every court case brought with supposed proof was lost how would you view that then,110,77,"[7.650384902954102, 10.34949779510498, -1.363054633140564, 11.660892486572266, 10.464288711547852]",Democracy
nmlmKJRMMnc,NewYorkTimes,4328,1656,11/3/24 8:05,TRUE,7060 i love the poorly educated donald trump,8,5,"[8.2958984375, 10.684494972229004, -0.048254407942295074, 10.565237998962402, 8.50000286102295]",Democracy
nmlmKJRMMnc,NewYorkTimes,3372,1953,11/1/24 18:44,TRUE,5107 youre a ruzzian,4,5,"[7.998936653137207, 10.741379737854004, 0.540111780166626, 9.670318603515625, 8.525851249694824]",Democracy
nmlmKJRMMnc,NewYorkTimes,6449,11503,11/3/24 7:10,TRUE,5871 well theyve put out at least 3 misinformation and disinformation filled videos this last week so yeah it does hold water,22,5,"[8.28284740447998, 10.819395065307617, 0.3480571210384369, 9.962479591369629, 8.35518741607666]",Democracy
